accession	variant	length	category	description
WII85014.1	NDM-1	270	Plasmid_associated	WII85014.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pasteurii]
WIN15248.1	NDM-1	270	Plasmid_associated	WIN15248.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae subsp. pneumoniae]
WJJ20379.1	NDM-1	270	Plasmid_associated	WJJ20379.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WJJ25840.1	NDM-1	270	Plasmid_associated	WJJ25840.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
BEK62668.1	NDM-1	270	Plasmid_associated	BEK62668.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Acinetobacter johnsonii]
BEK62726.1	NDM-1	270	Plasmid_associated	BEK62726.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Acinetobacter sp.]
WJT16501.1	NDM-1	270	Plasmid_associated	WJT16501.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WJT22134.1	NDM-1	270	Plasmid_associated	WJT22134.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae subsp. pneumoniae]
WKG27954.1	NDM-1	270	Plasmid_associated	WKG27954.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Salmonella enterica subsp. enterica serovar Typhimurium]
WKG27958.1	NDM-1	270	Plasmid_associated	WKG27958.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Salmonella enterica subsp. enterica serovar Typhimurium]
WKG27962.1	NDM-1	270	Plasmid_associated	WKG27962.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Salmonella enterica subsp. enterica serovar Typhimurium]
WKG27967.1	NDM-1	270	Plasmid_associated	WKG27967.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Salmonella enterica subsp. enterica serovar Typhimurium]
WKG27971.1	NDM-1	270	Plasmid_associated	WKG27971.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Salmonella enterica subsp. enterica serovar Typhimurium]
WKG27975.1	NDM-1	270	Plasmid_associated	WKG27975.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Salmonella enterica subsp. enterica serovar Typhimurium]
WKG27979.1	NDM-1	270	Plasmid_associated	WKG27979.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Salmonella enterica subsp. enterica serovar Typhimurium]
WKL86726.1	NDM-1	270	Plasmid_associated	WKL86726.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella ornithinolytica]
WKV20797.1	NDM-1	270	Plasmid_associated	WKV20797.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Escherichia coli]
WKV20988.1	NDM-1	270	Plasmid_associated	WKV20988.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Escherichia coli]
WKV21377.1	NDM-1	270	Plasmid_associated	WKV21377.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Escherichia coli]
WKV21965.1	NDM-1	270	Plasmid_associated	WKV21965.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Escherichia coli]
WKY83341.1	NDM-1	270	Biological_protein	WKY83341.1 subclass B1 metallo-beta-lactamase NDM-1 [Acinetobacter baumannii]
WKY84127.1	NDM-1	270	Biological_protein	WKY84127.1 subclass B1 metallo-beta-lactamase NDM-1 [Acinetobacter baumannii]
BED93278.1	NDM-1	270	Plasmid_associated	BED93278.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Acinetobacter soli]
BEP23236.1	NDM-1	270	Biological_protein	BEP23236.1 subclass B1 metallo-beta-lactamase NDM-1 [Morganella morganii subsp. sibonii]
WLW91694.1	NDM-1	270	Plasmid_associated	WLW91694.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WLX28819.1	NDM-1	270	Plasmid_associated	WLX28819.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WLY62135.1	NDM-1	270	Plasmid_associated	WLY62135.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WLZ56702.1	NDM-1	270	Plasmid_associated	WLZ56702.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Enterobacter hormaechei]
WMA50680.1	NDM-1	270	Plasmid_associated	WMA50680.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Enterobacter hormaechei]
WMG20112.1	NDM-1	270	Plasmid_associated	WMG20112.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Acinetobacter johnsonii]
pdb|8GPC|A	NDM-1	270	PDB_structure	pdb|8GPC|A Chain A, Metallo beta lactamase NDM-1
pdb|8GPC|B	NDM-1	270	PDB_structure	pdb|8GPC|B Chain B, Metallo beta lactamase NDM-1
pdb|8GPD|A	NDM-1	270	PDB_structure	pdb|8GPD|A Chain A, Metallo beta lactamase NDM-1
pdb|8GPD|B	NDM-1	270	PDB_structure	pdb|8GPD|B Chain B, Metallo beta lactamase NDM-1
pdb|8GPE|A	NDM-1	270	PDB_structure	pdb|8GPE|A Chain A, Metallo beta lactamase NDM-1
pdb|8GPE|B	NDM-1	270	PDB_structure	pdb|8GPE|B Chain B, Metallo beta lactamase NDM-1
WMQ89596.1	NDM-1	270	Plasmid_associated	WMQ89596.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Enterobacter hormaechei]
WMQ94596.1	NDM-1	270	Plasmid_associated	WMQ94596.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Enterobacter hormaechei]
WMR04148.1	NDM-1	270	Plasmid_associated	WMR04148.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Enterobacter asburiae]
CAI6140713.1	NDM-1	270	Biological_protein	CAI6140713.1 subclass B1 metallo-beta-lactamase NDM-1 [Acinetobacter baumannii]
CAI6154491.1	NDM-1	270	Biological_protein	CAI6154491.1 subclass B1 metallo-beta-lactamase NDM-1 [Acinetobacter baumannii]
CAJ0563845.1	NDM-1	270	Biological_protein	CAJ0563845.1 subclass B1 metallo-beta-lactamase NDM-1 [Proteus mirabilis]
CAI6330886.1	NDM-1	270	Biological_protein	CAI6330886.1 subclass B1 metallo-beta-lactamase NDM-1 [Escherichia coli]
CAI6177100.1	NDM-1	270	Biological_protein	CAI6177100.1 subclass B1 metallo-beta-lactamase NDM-1 [Klebsiella pneumoniae]
WMT68913.1	NDM-1	270	Plasmid_associated	WMT68913.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Enterobacter kobei]
WMW27223.1	NDM-1	270	Plasmid_associated	WMW27223.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WMW27225.1	NDM-1	270	Plasmid_associated	WMW27225.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WMW76831.1	NDM-1	270	Plasmid_associated	WMW76831.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Acinetobacter bereziniae]
WMX34194.1	NDM-1	270	Biological_protein	WMX34194.1 subclass B1 metallo-beta-lactamase NDM-1 [Aeromonas caviae]
WMZ17057.1	NDM-1	270	Biological_protein	WMZ17057.1 subclass B1 metallo-beta-lactamase NDM-1 [Escherichia coli]
WNL65884.1	NDM-1	270	Plasmid_associated	WNL65884.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Acinetobacter junii]
WNS35475.1	NDM-1	270	Plasmid_associated	WNS35475.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Enterobacter asburiae]
WNS40640.1	NDM-1	270	Plasmid_associated	WNS40640.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Enterobacter chuandaensis]
WNT09712.1	NDM-1	270	Plasmid_associated	WNT09712.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Citrobacter freundii]
WNT34425.1	NDM-1	270	Plasmid_associated	WNT34425.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Enterobacter hormaechei]
WNT39130.1	NDM-1	270	Plasmid_associated	WNT39130.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Enterobacter cloacae]
WNU05768.1	NDM-1	270	Plasmid_associated	WNU05768.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Citrobacter freundii]
WNW57901.1	NDM-1	270	Plasmid_associated	WNW57901.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Citrobacter freundii]
WOD70958.1	NDM-1	270	Plasmid_associated	WOD70958.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Citrobacter freundii]
WOF58401.1	NDM-1	270	Plasmid_associated	WOF58401.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WOH46621.1	NDM-1	270	Plasmid_associated	WOH46621.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Citrobacter portucalensis]
WOO47910.1	NDM-1	270	Plasmid_associated	WOO47910.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Hafnia alvei]
WOO56501.1	NDM-1	270	Plasmid_associated	WOO56501.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Escherichia coli]
WOO63995.1	NDM-1	270	Plasmid_associated	WOO63995.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella quasipneumoniae]
WOQ00943.1	NDM-1	270	Plasmid_associated	WOQ00943.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Citrobacter freundii]
WOQ06045.1	NDM-1	270	Plasmid_associated	WOQ06045.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Citrobacter freundii]
WOQ85802.1	NDM-1	270	Plasmid_associated	WOQ85802.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Proteus mirabilis]
WOR32476.1	NDM-1	270	Plasmid_associated	WOR32476.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Citrobacter portucalensis]
WOR27553.1	NDM-1	270	Plasmid_associated	WOR27553.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Citrobacter braakii]
WOR47631.1	NDM-1	270	Plasmid_associated	WOR47631.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Citrobacter freundii]
WOR42297.1	NDM-1	270	Plasmid_associated	WOR42297.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Citrobacter freundii]
WOR62673.1	NDM-1	270	Plasmid_associated	WOR62673.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Citrobacter freundii]
WOR52642.1	NDM-1	270	Plasmid_associated	WOR52642.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Citrobacter freundii]
WOR57918.1	NDM-1	270	Plasmid_associated	WOR57918.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Citrobacter freundii]
WOR57928.1	NDM-1	270	Plasmid_associated	WOR57928.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Citrobacter freundii]
WOR98181.1	NDM-1	270	Biological_protein	WOR98181.1 subclass B1 metallo-beta-lactamase NDM-1 [Proteus mirabilis]
WOR92300.1	NDM-1	270	Plasmid_associated	WOR92300.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Proteus mirabilis]
WOR96257.1	NDM-1	270	Plasmid_associated	WOR96257.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Proteus mirabilis]
WOS19097.1	NDM-1	270	Plasmid_associated	WOS19097.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Proteus mirabilis]
WOS15139.1	NDM-1	270	Plasmid_associated	WOS15139.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Proteus mirabilis]
WOT30799.1	NDM-1	270	Biological_protein	WOT30799.1 subclass B1 metallo-beta-lactamase NDM-1 [Proteus mirabilis]
WOT45484.1	NDM-1	270	Biological_protein	WOT45484.1 subclass B1 metallo-beta-lactamase NDM-1 [Pseudomonas aeruginosa]
WOT53730.1	NDM-1	270	Biological_protein	WOT53730.1 subclass B1 metallo-beta-lactamase NDM-1 [Pseudomonas aeruginosa]
WOT53731.1	NDM-1	270	Biological_protein	WOT53731.1 subclass B1 metallo-beta-lactamase NDM-1 [Pseudomonas aeruginosa]
WOT53732.1	NDM-1	270	Biological_protein	WOT53732.1 subclass B1 metallo-beta-lactamase NDM-1 [Pseudomonas aeruginosa]
WOT47000.1	NDM-1	270	Biological_protein	WOT47000.1 subclass B1 metallo-beta-lactamase NDM-1 [Pseudomonas aeruginosa]
WOT53174.1	NDM-1	270	Plasmid_associated	WOT53174.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Pseudomonas aeruginosa]
WOT66785.1	NDM-1	270	Biological_protein	WOT66785.1 subclass B1 metallo-beta-lactamase NDM-1 [Pseudomonas aeruginosa]
WOT84789.1	NDM-1	270	Biological_protein	WOT84789.1 subclass B1 metallo-beta-lactamase NDM-1 [Pseudomonas aeruginosa]
WOT84790.1	NDM-1	270	Biological_protein	WOT84790.1 subclass B1 metallo-beta-lactamase NDM-1 [Pseudomonas aeruginosa]
WOT85070.1	NDM-1	270	Plasmid_associated	WOT85070.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Pseudomonas aeruginosa]
WOT91740.1	NDM-1	270	Biological_protein	WOT91740.1 subclass B1 metallo-beta-lactamase NDM-1 [Pseudomonas aeruginosa]
WOU47126.1	NDM-1	270	Plasmid_associated	WOU47126.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Citrobacter portucalensis]
WOU47529.1	NDM-1	270	Plasmid_associated	WOU47529.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Citrobacter portucalensis]
WOU96714.1	NDM-1	270	Plasmid_associated	WOU96714.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WOV13765.1	NDM-1	270	Plasmid_associated	WOV13765.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WOW96204.1	NDM-1	270	Plasmid_associated	WOW96204.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Salmonella enterica subsp. enterica serovar Typhimurium]
WOW96564.1	NDM-1	270	Biological_protein	WOW96564.1 subclass B1 metallo-beta-lactamase NDM-1 [Enterobacter cloacae complex sp.]
WOZ42686.1	NDM-1	270	Biological_protein	WOZ42686.1 subclass B1 metallo-beta-lactamase NDM-1 [Proteus mirabilis]
WOZ42693.1	NDM-1	270	Biological_protein	WOZ42693.1 subclass B1 metallo-beta-lactamase NDM-1 [Proteus mirabilis]
WOZ89779.1	NDM-1	270	Biological_protein	WOZ89779.1 subclass B1 metallo-beta-lactamase NDM-1 [Morganella morganii]
WOZ95414.1	NDM-1	270	Plasmid_associated	WOZ95414.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WPA00833.1	NDM-1	270	Plasmid_associated	WPA00833.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WPA06261.1	NDM-1	270	Plasmid_associated	WPA06261.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
BEE01203.1	NDM-1	270	Biological_protein	BEE01203.1 subclass B1 metallo-beta-lactamase NDM-1 [Aeromonas dhakensis]
BEE06968.1	NDM-1	270	Biological_protein	BEE06968.1 subclass B1 metallo-beta-lactamase NDM-1 [Aeromonas veronii]
BEE11470.1	NDM-1	270	Biological_protein	BEE11470.1 subclass B1 metallo-beta-lactamase NDM-1 [Aeromonas dhakensis]
BEE15716.1	NDM-1	270	Biological_protein	BEE15716.1 subclass B1 metallo-beta-lactamase NDM-1 [Aeromonas veronii]
BEE19879.1	NDM-1	270	Biological_protein	BEE19879.1 subclass B1 metallo-beta-lactamase NDM-1 [Aeromonas enteropelogenes]
BEE24046.1	NDM-1	270	Biological_protein	BEE24046.1 subclass B1 metallo-beta-lactamase NDM-1 [Aeromonas enteropelogenes]
BEE28353.1	NDM-1	270	Biological_protein	BEE28353.1 subclass B1 metallo-beta-lactamase NDM-1 [Aeromonas dhakensis]
WPC97277.1	NDM-1	270	Plasmid_associated	WPC97277.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Proteus terrae]
WPD35634.1	NDM-1	270	Plasmid_associated	WPD35634.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Salmonella enterica subsp. enterica serovar Mbandaka]
WPD35639.1	NDM-1	270	Plasmid_associated	WPD35639.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Salmonella enterica subsp. enterica serovar Mbandaka]
WPD35644.1	NDM-1	270	Plasmid_associated	WPD35644.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Salmonella enterica subsp. enterica serovar Mbandaka]
WPD40324.1	NDM-1	270	Plasmid_associated	WPD40324.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Salmonella enterica subsp. enterica serovar Mbandaka]
WPD40329.1	NDM-1	270	Plasmid_associated	WPD40329.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Salmonella enterica subsp. enterica serovar Mbandaka]
WPD40334.1	NDM-1	270	Plasmid_associated	WPD40334.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Salmonella enterica subsp. enterica serovar Mbandaka]
WPD40339.1	NDM-1	270	Plasmid_associated	WPD40339.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Salmonella enterica subsp. enterica serovar Mbandaka]
WPD40344.1	NDM-1	270	Plasmid_associated	WPD40344.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Salmonella enterica subsp. enterica serovar Mbandaka]
WPD40349.1	NDM-1	270	Plasmid_associated	WPD40349.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Salmonella enterica subsp. enterica serovar Mbandaka]
WPD40354.1	NDM-1	270	Plasmid_associated	WPD40354.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Salmonella enterica subsp. enterica serovar Mbandaka]
WPE13565.1	NDM-1	270	Biological_protein	WPE13565.1 subclass B1 metallo-beta-lactamase NDM-1, partial [Salmonella enterica subsp. enterica serovar Enteritidis]
WPF06416.1	NDM-1	270	Plasmid_associated	WPF06416.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Proteus vulgaris]
WPG64028.1	NDM-1	270	Plasmid_associated	WPG64028.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WPG80499.1	NDM-1	270	Plasmid_associated	WPG80499.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WPG75264.1	NDM-1	270	Plasmid_associated	WPG75264.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WPG69645.1	NDM-1	270	Plasmid_associated	WPG69645.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WPG85933.1	NDM-1	270	Plasmid_associated	WPG85933.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WPG91349.1	NDM-1	270	Plasmid_associated	WPG91349.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WPG96780.1	NDM-1	270	Plasmid_associated	WPG96780.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WPS20882.1	NDM-1	270	Plasmid_associated	WPS20882.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella aerogenes]
WPS06206.1	NDM-1	270	Plasmid_associated	WPS06206.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella aerogenes]
WPU57383.1	NDM-1	270	Biological_protein	WPU57383.1 subclass B1 metallo-beta-lactamase NDM-1 [Stenotrophomonas acidaminiphila]
WPU59614.1	NDM-1	270	Biological_protein	WPU59614.1 subclass B1 metallo-beta-lactamase NDM-1 [Pseudomonas asiatica]
CAK6619591.1	NDM-1	270	Plasmid_associated	CAK6619591.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Providencia stuartii]
WQC43319.1	NDM-1	270	Biological_protein	WQC43319.1 subclass B1 metallo-beta-lactamase NDM-1 [Acinetobacter baumannii]
WQD07178.1	NDM-1	270	Plasmid_associated	WQD07178.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WQI01735.1	NDM-1	270	Plasmid_associated	WQI01735.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Enterobacter hormaechei]
WQJ91346.1	NDM-1	270	Plasmid_associated	WQJ91346.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Enterobacter hormaechei]
WQN52255.1	NDM-1	270	Plasmid_associated	WQN52255.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Acinetobacter johnsonii]
WQN49170.1	NDM-1	270	Plasmid_associated	WQN49170.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Acinetobacter johnsonii]
pdb|8B1W|A	NDM-1	242	PDB_structure	pdb|8B1W|A Chain A, Beta-lactamase NDM-1
pdb|8B1W|B	NDM-1	242	PDB_structure	pdb|8B1W|B Chain B, Beta-lactamase NDM-1
pdb|8B1Z|A	NDM-1	242	PDB_structure	pdb|8B1Z|A Chain A, Beta-lactamase NDM-1
pdb|8B1Z|B	NDM-1	242	PDB_structure	pdb|8B1Z|B Chain B, Beta-lactamase NDM-1
pdb|8B20|A	NDM-1	242	PDB_structure	pdb|8B20|A Chain A, Beta-lactamase NDM-1
pdb|8B20|B	NDM-1	242	PDB_structure	pdb|8B20|B Chain B, Beta-lactamase NDM-1
WRP40624.1	NDM-1	270	Plasmid_associated	WRP40624.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella variicola]
WRR60714.1	NDM-1	270	Plasmid_associated	WRR60714.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WRT27940.1	NDM-1	270	Plasmid_associated	WRT27940.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WRV53914.1	NDM-1	270	Plasmid_associated	WRV53914.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Providencia stuartii]
WRX85532.1	NDM-1	270	Plasmid_associated	WRX85532.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Escherichia coli]
WSE39095.1	NDM-1	270	Plasmid_associated	WSE39095.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Acinetobacter pittii]
WVO99916.1	NDM-1	270	Biological_protein	WVO99916.1 subclass B1 metallo-beta-lactamase NDM-1 [Pseudomonas aeruginosa]
WVP17952.1	NDM-1	270	Biological_protein	WVP17952.1 subclass B1 metallo-beta-lactamase NDM-1 [Pseudomonas aeruginosa]
WVP07947.1	NDM-1	270	Biological_protein	WVP07947.1 subclass B1 metallo-beta-lactamase NDM-1 [Pseudomonas aeruginosa]
pdb|8I8F|A	NDM-1	270	PDB_structure	pdb|8I8F|A Chain A, Metallo beta lactamase NDM-1
pdb|8I8F|B	NDM-1	270	PDB_structure	pdb|8I8F|B Chain B, Metallo beta lactamase NDM-1
WVR78551.1	NDM-1	270	Plasmid_associated	WVR78551.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WVR67042.1	NDM-1	270	Plasmid_associated	WVR67042.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WVR72747.1	NDM-1	270	Plasmid_associated	WVR72747.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella variicola]
WVS04568.1	NDM-1	270	Plasmid_associated	WVS04568.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WVS90296.1	NDM-1	270	Plasmid_associated	WVS90296.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Acinetobacter bereziniae]
WWD35706.1	NDM-1	270	Plasmid_associated	WWD35706.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WWD40819.1	NDM-1	270	Plasmid_associated	WWD40819.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
BCT04753.1	NDM-1	270	Biological_protein	BCT04753.1 subclass B1 metallo-beta-lactamase NDM-1 [Providencia vermicola]
BCT04763.1	NDM-1	270	Biological_protein	BCT04763.1 subclass B1 metallo-beta-lactamase NDM-1 [Providencia vermicola]
WWL89196.1	NDM-1	270	Biological_protein	WWL89196.1 subclass B1 metallo-beta-lactamase NDM-1 [Proteus mirabilis]
WWL95587.1	NDM-1	270	Biological_protein	WWL95587.1 subclass B1 metallo-beta-lactamase NDM-1 [Pseudomonas aeruginosa]
WWR35250.1	NDM-1	270	Plasmid_associated	WWR35250.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
WWY14729.1	NDM-1	270	Biological_protein	WWY14729.1 subclass B1 metallo-beta-lactamase NDM-1 [Pseudomonas juntendi]
WWY19723.1	NDM-1	270	Biological_protein	WWY19723.1 subclass B1 metallo-beta-lactamase NDM-1 [Pseudomonas juntendi]
